LeftGene	LeftChrom	Hg19_LeftBreakpointCoord	RightGene	RightChrom	Hg19_RightBreakpointCoord	FusionName	SourceDataset	FastaDescription	Hg38_LeftBreakpoint	Hg38_RightBreakpoint	sample	fusion_id	num_reads
FAM171B	chr2	187625963	ECI2	chr6	4126471	FAM171B--ECI2	sim_heart.fusion_transcripts	FAM171B|ENSG00000144369.8--ECI2|ENSG00000198721.8 FAM171B|ENST00000304698.5--ECI2|ENST00000380125.2 chr2:187558698-187559138,187604955-187605188,187608210-187608302,187611819-187611977,187615861-187616031,187618660-187618776,187625840-187625963[+] chr6:4126471-4126369,4125604-4125484,4119509-4119420,4117685-4117542,4116263-4115927[-] FusedAt:1339	chr2:186761236	chr6:4126237	Pac_75	FAM171B|ENSG00000144369.8--ECI2|ENSG00000198721.8	108
HAUS2	chr15	42853068	ARF5	chr7	127230120	HAUS2--ARF5	sim_testis.fusion_transcripts	HAUS2|ENSG00000137814.5--ARF5|ENSG00000004059.6 HAUS2|ENST00000567640.1--ARF5|ENST00000000233.5 chr15:42841026-42841163,42850396-42850488,42852980-42853068[+] chr7:127230120-127230191,127231017-127231142,127231267-127231759[+] FusedAt:320	chr15:42560870	chr7:127590066	Pac_75	HAUS2|ENSG00000137814.5--ARF5|ENSG00000004059.6	108
SLC25A41	chr19	6433498	PNPLA8	chr7	108119823	SLC25A41--PNPLA8	sim_adipose.fusion_transcripts	SLC25A41|ENSG00000181240.9--PNPLA8|ENSG00000135241.12 SLC25A41|ENST00000597558.1--PNPLA8|ENST00000422087.1 chr19:6433790-6433498[-] chr7:108119823-108119628,108113119-108112071[-] FusedAt:293	chr19:6433487	chr7:108479379	Pac_75	SLC25A41|ENSG00000181240.9--PNPLA8|ENSG00000135241.12	108
PDAP1	chr7	98997926	TBKBP1	chr17	45775961	PDAP1--TBKBP1	sim_heart.fusion_transcripts	PDAP1|ENSG00000106244.8--TBKBP1|ENSG00000198933.5 PDAP1|ENST00000350498.3--TBKBP1|ENST00000578982.1 chr7:99006452-99006159,99002576-99002485,99001128-99001021,98998047-98997926[-] chr17:45775961-45776092[+] FusedAt:616	chr7:99400303	chr17:47698595	Pac_75	PDAP1|ENSG00000106244.8--TBKBP1|ENSG00000198933.5	108
MAP1LC3C	chr1	242162078	GJB1	chrX	70443542	MAP1LC3C--GJB1	sim_adipose.fusion_transcripts	MAP1LC3C|ENSG00000197769.5--GJB1|ENSG00000169562.9 MAP1LC3C|ENST00000357246.3--GJB1|ENST00000374022.3 chr1:242162375-242162253,242162133-242162078[-] chrX:70443542-70445366[+] FusedAt:179	chr1:241998776	chrX:71223692	Pac_75	MAP1LC3C|ENSG00000197769.5--GJB1|ENSG00000169562.9	107
PLA2G15	chr16	68279456	CDC45	chr22	19504050	PLA2G15--CDC45	sim_colon.fusion_transcripts	PLA2G15|ENSG00000103066.8--CDC45|ENSG00000093009.5 PLA2G15|ENST00000219345.5--CDC45|ENST00000407835.1 chr16:68279247-68279456[+] chr22:19504050-19504168,19504340-19504416,19506367-19506432,19508004-19508135[+] FusedAt:210	chr16:68245553	chr22:19516527	Pac_75	PLA2G15|ENSG00000103066.8--CDC45|ENSG00000093009.5	107
PPP3CA	chr4	102092241	C9orf47	chr9	91606385	PPP3CA--C9orf47	sim_testis.fusion_transcripts	PPP3CA|ENSG00000138814.12--C9orf47|ENSG00000186354.6 PPP3CA|ENST00000492351.2--C9orf47|ENST00000375850.3 chr4:102117085-102117073,102092383-102092241[-] chr9:91606385-91606979[+] FusedAt:156	chr4:101171084	chr9:88991470	Pac_75	PPP3CA|ENSG00000138814.12--C9orf47|ENSG00000186354.6	107
FBXO22	chr15	76196444	ZNF84	chr12	133617871	FBXO22--ZNF84	sim_adipose.fusion_transcripts	FBXO22|ENSG00000167196.9--ZNF84|ENSG00000198040.6 FBXO22|ENST00000569022.1--ZNF84|ENST00000542874.1 chr15:76196219-76196444[+] chr12:133617871-133618068,133624541-133624667,133625339-133625398[+] FusedAt:226	chr15:75904103	chr12:133041285	Pac_75	FBXO22|ENSG00000167196.9--ZNF84|ENSG00000198040.6	106
AADACL4	chr1	12704733	LPAR2	chr19	19738093	AADACL4--LPAR2	sim_brain.fusion_transcripts	AADACL4|ENSG00000204518.2--LPAR2|ENSG00000064547.9 AADACL4|ENST00000376221.1--LPAR2|ENST00000542587.1 chr1:12704566-12704733[+] chr19:19738093-19737352,19735378-19734478[-] FusedAt:168	chr1:12644714	chr19:19627284	Pac_75	AADACL4|ENSG00000204518.2--LPAR2|ENSG00000064547.9	106
MT1M	chr16	56667317	HDGF	chr1	156714938	MT1M--HDGF	sim_heart.fusion_transcripts	MT1M|ENSG00000205364.3--HDGF|ENSG00000143321.14 MT1M|ENST00000379818.3--HDGF|ENST00000357325.5 chr16:56666145-56666671,56667252-56667317[+] chr1:156714938-156714800,156714140-156713955,156713670-156713444,156713247-156711899[-] FusedAt:593	chr16:56633405	chr1:156745146	Pac_75	MT1M|ENSG00000205364.3--HDGF|ENSG00000143321.14	106
ACER2	chr9	19423974	AKAP11	chr13	42888030	ACER2--AKAP11	sim_testis.fusion_transcripts	ACER2|ENSG00000177076.4--AKAP11|ENSG00000023516.7 ACER2|ENST00000380376.1--AKAP11|ENST00000025301.2 chr9:19408925-19409190,19423860-19423974[+] chr13:42888030-42888076,42891664-42891824,42893224-42897396[+] FusedAt:381	chr9:19423976	chr13:42313894	Pac_75	ACER2|ENSG00000177076.4--AKAP11|ENSG00000023516.7	105
FAT2	chr5	150906795	CDCA4	chr14	105478272	FAT2--CDCA4	sim_adipose.fusion_transcripts	FAT2|ENSG00000086570.8--CDCA4|ENSG00000170779.10 FAT2|ENST00000520200.1--CDCA4|ENST00000336219.3 chr5:150911533-150911148,150908953-150908739,150907694-150907557,150906938-150906795[-] chr14:105478272-105475910[-] FusedAt:883	chr5:151527234	chr14:105011935	Pac_75	FAT2|ENSG00000086570.8--CDCA4|ENSG00000170779.10	105
SCIMP	chr17	5124582	MAGEB18	chrX	26157041	SCIMP--MAGEB18	sim_testis.fusion_transcripts	SCIMP|ENSG00000161929.10--MAGEB18|ENSG00000176774.5 SCIMP|ENST00000399600.4--MAGEB18|ENST00000325250.1 chr17:5138155-5138030,5126751-5126649,5124645-5124582[-] chrX:26157041-26158170,26158297-26158852[+] FusedAt:293	chr17:5221287	chrX:26138924	Pac_75	SCIMP|ENSG00000161929.10--MAGEB18|ENSG00000176774.5	105
C1QA	chr1	22964272	C11orf1	chr11	111754495	C1QA--C11orf1	sim_testis.fusion_transcripts	C1QA|ENSG00000173372.12--C11orf1|ENSG00000137720.3 C1QA|ENST00000402322.1--C11orf1|ENST00000529270.1 chr1:22964073-22964272[+] chr11:111754495-111754793[+] FusedAt:200	chr1:22637779	chr11:111883771	Pac_75	C1QA|ENSG00000173372.12--C11orf1|ENSG00000137720.3	105
RHNO1	chr12	2994700	C1QTNF4	chr11	47612367	RHNO1--C1QTNF4	sim_brain.fusion_transcripts	RHNO1|ENSG00000171792.6--C1QTNF4|ENSG00000172247.3 RHNO1|ENST00000366285.2--C1QTNF4|ENST00000302514.3 chr12:2986389-2986448,2987099-2987279,2994449-2994700[+] chr11:47612367-47611216[-] FusedAt:493	chr12:2885534	chr11:47590815	Pac_75	RHNO1|ENSG00000171792.6--C1QTNF4|ENSG00000172247.3	105
CBLN3	chr14	24897961	CYP2W1	chr7	1024802	CBLN3--CYP2W1	sim_testis.fusion_transcripts	CBLN3|ENSG00000139899.6--CYP2W1|ENSG00000073067.9 CBLN3|ENST00000267406.6--CYP2W1|ENST00000340150.6 chr14:24898731-24897961[-] chr7:1024802-1024959,1026260-1026433,1026743-1026881,1026983-1027167,1027913-1029276[+] FusedAt:771	chr14:24428755	chr7:985166	Pac_75	CBLN3|ENSG00000139899.6--CYP2W1|ENSG00000073067.9	104
SGOL2	chr2	201400865	SERPINA4	chr14	95035732	SGOL2--SERPINA4	sim_adipose.fusion_transcripts	SGOL2|ENSG00000163535.13--SERPINA4|ENSG00000100665.7 SGOL2|ENST00000357799.4--SERPINA4|ENST00000298841.5 chr2:201390880-201390975,201397697-201397831,201399719-201399894,201400788-201400865[+] chr14:95035732-95036207[+] FusedAt:485	chr2:200536142	chr14:94569395	Pac_75	SGOL2|ENSG00000163535.13--SERPINA4|ENSG00000100665.7	104
GLIPR2	chr9	36147891	C10orf95	chr10	104210904	GLIPR2--C10orf95	sim_testis.fusion_transcripts	GLIPR2|ENSG00000122694.11--C10orf95|ENSG00000120055.5 GLIPR2|ENST00000377959.1--C10orf95|ENST00000239125.1 chr9:36136739-36136788,36147783-36147891[+] chr10:104210904-104209594[-] FusedAt:159	chr9:36147894	chr10:102451147	Pac_75	GLIPR2|ENSG00000122694.11--C10orf95|ENSG00000120055.5	104
PRB4	chr12	11462304	C19orf67	chr19	14194689	PRB4--C19orf67	sim_testis.fusion_transcripts	PRB4|ENSG00000230657.2--C19orf67|ENSG00000188032.5 PRB4|ENST00000445719.2--C19orf67|ENST00000343945.5 chr12:11463369-11463269,11462339-11462304[-] chr19:14194689-14194545,14194417-14194317,14194234-14194049,14193415-14193281,14192820-14192703[-] FusedAt:137	chr12:11309370	chr19:14083877	Pac_75	PRB4|ENSG00000230657.2--C19orf67|ENSG00000188032.5	104
MTA1	chr14	105930484	C17orf97	chr17	263788	MTA1--C17orf97	sim_colon.fusion_transcripts	MTA1|ENSG00000182979.13--C17orf97|ENSG00000187624.7 MTA1|ENST00000438610.1--C17orf97|ENST00000491373.1 chr14:105886353-105886400,105905009-105905076,105911755-105911848,105915696-105915746,105916395-105916521,105916598-105916661,105920530-105920647,105924607-105924709,105926695-105926794,105927102-105927290,105929521-105929595,105929830-105929888,105930369-105930484[+] chr17:263788-264096[+] FusedAt:1212	chr14:105464147	chr17:413997	Pac_75	MTA1|ENSG00000182979.13--C17orf97|ENSG00000187624.7	103
SCRN1	chr7	29966068	PRSS45	chr3	46784572	SCRN1--PRSS45	sim_testis.fusion_transcripts	SCRN1|ENSG00000136193.12--PRSS45|ENSG00000188086.8 SCRN1|ENST00000409497.1--PRSS45|ENST00000442359.2 chr7:30008887-30008525,29994976-29994795,29983795-29983593,29980492-29980298,29976337-29976172,29966248-29966068[-] chr3:46784572-46784403,46784073-46783840[-] FusedAt:1290	chr7:29926452	chr3:46743082	Pac_75	SCRN1|ENSG00000136193.12--PRSS45|ENSG00000188086.8	102
WRNIP1	chr6	2770595	CLYBL	chr13	100515245	WRNIP1--CLYBL	sim_heart.fusion_transcripts	WRNIP1|ENSG00000124535.11--CLYBL|ENSG00000125246.11 WRNIP1|ENST00000380771.4--CLYBL|ENST00000416504.1 chr6:2765648-2766678,2768925-2769116,2770429-2770595[+] chr13:100515245-100515346,100517072-100517492[+] FusedAt:1390	chr6:2770361	chr13:99862991	Pac_75	WRNIP1|ENSG00000124535.11--CLYBL|ENSG00000125246.11	102
DCDC2	chr6	24353797	C6orf58	chr6	127899831	DCDC2--C6orf58	sim_brain.fusion_transcripts	DCDC2|ENSG00000146038.7--C6orf58|ENSG00000184530.8 DCDC2|ENST00000436313.1--C6orf58|ENST00000329722.7 chr6:24357881-24357686,24353851-24353797[-] chr6:127899831-127899917,127901410-127901594,127902327-127902427,127911232-127911470,127912688-127912962[+] FusedAt:251	chr6:24353569	chr6:127578686	Pac_75	DCDC2|ENSG00000146038.7--C6orf58|ENSG00000184530.8	102
PRR20A	chr13	57715490	SLC35D1	chr1	67513050	PRR20A--SLC35D1	sim_brain.fusion_transcripts	PRR20A|ENSG00000204919.1--SLC35D1|ENSG00000116704.6 PRR20A|ENST00000377931.1--SLC35D1|ENST00000506472.2 chr13:57715052-57715265,57715420-57715490[+] chr1:67513050-67512948,67508011-67507919,67487285-67487218,67486130-67486052,67474850-67474768,67474130-67473197[-] FusedAt:285	chr13:57141356	chr1:67047367	Pac_75	PRR20A|ENSG00000204919.1--SLC35D1|ENSG00000116704.6	101
NBPF8	chr1	144216200	C9orf72	chr9	27567162	NBPF8--C9orf72	sim_brain.fusion_transcripts	NBPF8|ENSG00000162825.12--C9orf72|ENSG00000147894.10 NBPF8|ENST00000421555.2--C9orf72|ENST00000379997.3 chr1:144215387-144215424,144216028-144216200[+] chr9:27567162-27566675,27565588-27565529,27562474-27562379,27561647-27560499[-] FusedAt:211	chr1:149546762	chr9:27567164	Pac_75	NBPF8|ENSG00000162825.12--C9orf72|ENSG00000147894.10	101
MLX	chr17	40721624	KRT18	chr12	53345265	MLX--KRT18	sim_adipose.fusion_transcripts	MLX|ENSG00000108788.7--KRT18|ENSG00000111057.6 MLX|ENST00000591024.1--KRT18|ENST00000388835.3 chr17:40719092-40719346,40719637-40719673,40720855-40720961,40721222-40721321,40721525-40721624[+] chr12:53345265-53345429,53345515-53345640,53345903-53346126,53346506-53346685[+] FusedAt:599	chr17:42569606	chr12:52951481	Pac_75	MLX|ENSG00000108788.7--KRT18|ENSG00000111057.6	100
FBXO33	chr14	39870380	SPG20OS	chr13	36939637	FBXO33--SPG20OS	sim_heart.fusion_transcripts	FBXO33|ENSG00000165355.7--SPG20OS|ENSG00000120664.6 FBXO33|ENST00000298097.7--SPG20OS|ENST00000488319.1 chr14:39901704-39900768,39871715-39871605,39871065-39870380[-] chr13:36939637-36939741,36939867-36939980,36942335-36942480,36943625-36943738[+] FusedAt:1734	chr14:39401176	chr13:36365500	Pac_75	FBXO33|ENSG00000165355.7--SPG20OS|ENSG00000120664.6	100
METAP1	chr4	99964538	CCDC181	chr1	169391551	METAP1--CCDC181	sim_colon.fusion_transcripts	METAP1|ENSG00000164024.7--CCDC181|ENSG00000117477.8 METAP1|ENST00000544031.1--CCDC181|ENST00000367806.3 chr4:99952798-99952813,99955381-99955493,99956551-99956611,99960525-99960616,99962194-99962277,99964400-99964538[+] chr1:169391551-169390601,169388397-169388251,169366629-169366475,169364444-169364108[-] FusedAt:505	chr4:99043387	chr1:169422313	Pac_75	METAP1|ENSG00000164024.7--CCDC181|ENSG00000117477.8	100
ISM1	chr20	13251390	CPNE1	chr20	34220307	ISM1--CPNE1	sim_heart.fusion_transcripts	ISM1|ENSG00000101230.5--CPNE1|ENSG00000214078.7 ISM1|ENST00000262487.4--CPNE1|ENST00000458038.1 chr20:13202418-13202561,13251151-13251390[+] chr20:34220307-34220233,34219947-34219919[-] FusedAt:384	chr20:13270743	chr20:35632385	Pac_75	ISM1|ENSG00000101230.5--CPNE1|ENSG00000214078.7	99
CACNG1	chr17	65050186	BCL2L2	chr14	23776969	CACNG1--BCL2L2	sim_heart.fusion_transcripts	CACNG1|ENSG00000108878.3--BCL2L2|ENSG00000129473.5 CACNG1|ENST00000226021.3--BCL2L2|ENST00000554635.1 chr17:65040706-65041005,65050112-65050186[+] chr14:23776969-23777191[+] FusedAt:375	chr17:67054070	chr14:23307760	Pac_75	CACNG1|ENSG00000108878.3--BCL2L2|ENSG00000129473.5	99
AGAP2	chr12	58130862	RNF150	chr4	141870526	AGAP2--RNF150	sim_adipose.fusion_transcripts	AGAP2|ENSG00000135439.7--RNF150|ENSG00000170153.6 AGAP2|ENST00000328568.5--RNF150|ENST00000306799.3 chr12:58131619-58130862[-] chr4:141870526-141870455,141868890-141868808,141847227-141847131,141832508-141832298,141789533-141786725[-] FusedAt:758	chr12:57737079	chr4:140949372	Pac_75	AGAP2|ENSG00000135439.7--RNF150|ENSG00000170153.6	99
RAX2	chr19	3771525	PDE1C	chr7	31890355	RAX2--PDE1C	sim_adipose.fusion_transcripts	RAX2|ENSG00000173976.11--PDE1C|ENSG00000154678.12 RAX2|ENST00000555633.1--PDE1C|ENST00000396191.1 chr19:3772233-3772161,3772008-3771525[-] chr7:31890355-31890255,31887710-31887582,31877585-31877484,31876914-31876794,31867987-31867906,31864601-31864481,31862862-31862687,31855768-31855538,31848722-31848645,31815346-31815278,31793167-31792632[-] FusedAt:557	chr19:3771527	chr7:31850741	Pac_75	RAX2|ENSG00000173976.11--PDE1C|ENSG00000154678.12	98
RSPH3	chr6	159399292	NXF2B	chrX	101620252	RSPH3--NXF2B	sim_heart.fusion_transcripts	RSPH3|ENSG00000130363.7--NXF2B|ENSG00000185945.9 RSPH3|ENST00000367069.2--NXF2B|ENST00000372749.1 chr6:159421219-159420467,159414958-159414871,159407453-159407312,159404839-159404694,159403720-159403517,159401968-159401806,159399378-159399292[-] chrX:101620252-101620145,101620024-101619966,101619827-101619712,101619616-101619574,101618973-101618901,101618366-101618184,101615773-101615713,101615566-101615319[-] FusedAt:1583	chr6:158978260	chrX:102365331	Pac_75	RSPH3|ENSG00000130363.7--NXF2B|ENSG00000185945.9	97
CALR	chr19	13051468	TWF2	chr3	52265011	CALR--TWF2	sim_brain.fusion_transcripts	CALR|ENSG00000179218.9--TWF2|ENSG00000247596.4 CALR|ENST00000316448.5--TWF2|ENST00000499914.2 chr19:13049421-13049584,13049948-13050049,13050242-13050445,13050867-13050961,13051057-13051266,13051355-13051468[+] chr3:52265011-52264886,52264086-52263936,52263217-52262664[-] FusedAt:889	chr19:12940654	chr3:52230995	Pac_75	CALR|ENSG00000179218.9--TWF2|ENSG00000247596.4	97
DLG4	chr17	7106743	B3GALTL	chr13	31897888	DLG4--B3GALTL	sim_adipose.fusion_transcripts	DLG4|ENSG00000132535.14--B3GALTL|ENSG00000187676.7 DLG4|ENST00000485100.1--B3GALTL|ENST00000343307.4 chr17:7120507-7120437,7111558-7111493,7107571-7107518,7107377-7107327,7107135-7107011,7106912-7106743[-] chr13:31897888-31898032,31903638-31906413[+] FusedAt:537	chr17:7203424	chr13:31323751	Pac_75	DLG4|ENSG00000132535.14--B3GALTL|ENSG00000187676.7	97
RNFT2	chr12	117217153	PMVK	chr1	154897741	RNFT2--PMVK	sim_testis.fusion_transcripts	RNFT2|ENSG00000135119.10--PMVK|ENSG00000163344.5 RNFT2|ENST00000407967.3--PMVK|ENST00000368467.3 chr12:117176096-117176175,117178150-117178326,117178841-117178899,117187646-117188112,117191789-117191865,117204619-117204719,117217000-117217153[+] chr1:154897741-154897210[-] FusedAt:1115	chr12:116779348	chr1:154925265	Pac_75	RNFT2|ENSG00000135119.10--PMVK|ENSG00000163344.5	97
C20orf27	chr20	3736116	WDR65	chr1	43642792	C20orf27--WDR65	sim_colon.fusion_transcripts	C20orf27|ENSG00000101220.13--WDR65|ENSG00000243710.3 C20orf27|ENST00000399683.3--WDR65|ENST00000533339.1 chr20:3739325-3739183,3736254-3736116[-] chr1:43642792-43642882,43647205-43647521,43649262-43649548,43650820-43651027,43652378-43652530,43663224-43663363,43664152-43664317,43665061-43665174,43672391-43672603,43675414-43675587,43675767-43675789[+] FusedAt:282	chr20:3755469	chr1:43177121	Pac_75	C20orf27|ENSG00000101220.13--WDR65|ENSG00000243710.3	97
MFGE8	chr15	89456478	PPP2R2C	chr4	6374427	MFGE8--PPP2R2C	sim_adipose.fusion_transcripts	MFGE8|ENSG00000140545.10--PPP2R2C|ENSG00000074211.9 MFGE8|ENST00000566497.1--PPP2R2C|ENST00000382599.4 chr15:89456612-89456478[-] chr4:6374427-6374250,6349737-6349573,6335458-6335289,6331080-6330989,6325320-6324783[-] FusedAt:135	chr15:88913247	chr4:6372700	Pac_75	MFGE8|ENSG00000140545.10--PPP2R2C|ENSG00000074211.9	96
WNT3	chr17	44895884	C10orf35	chr10	71391465	WNT3--C10orf35	sim_colon.fusion_transcripts	WNT3|ENSG00000108379.5--C10orf35|ENSG00000171224.7 WNT3|ENST00000225512.5--C10orf35|ENST00000373279.4 chr17:44896126-44895884[-] chr10:71391465-71391595,71392546-71393352[+] FusedAt:243	chr17:46818518	chr10:69631709	Pac_75	WNT3|ENSG00000108379.5--C10orf35|ENSG00000171224.7	96
FPGT	chr1	74664110	NDUFS5	chr1	39500064	FPGT--NDUFS5	sim_brain.fusion_transcripts	FPGT|ENSG00000254685.2--NDUFS5|ENSG00000168653.6 FPGT|ENST00000482102.2--NDUFS5|ENST00000372969.3 chr1:74663926-74664110[+] chr1:39500064-39500308[+] FusedAt:185	chr1:74198426	chr1:39034392	Pac_75	FPGT|ENSG00000254685.2--NDUFS5|ENSG00000168653.6	95
ALPL	chr1	21887238	GALM	chr2	38956698	ALPL--GALM	sim_brain.fusion_transcripts	ALPL|ENSG00000162551.9--GALM|ENSG00000143891.12 ALPL|ENST00000374840.3--GALM|ENST00000434934.1 chr1:21835865-21836010,21880471-21880635,21887119-21887238[+] chr2:38956698-38956839,38958877-38959051,38968247-38968379[+] FusedAt:431	chr1:21560745	chr2:38729556	Pac_75	ALPL|ENSG00000162551.9--GALM|ENSG00000143891.12	95
LYPD2	chr8	143833812	USP44	chr12	95928102	LYPD2--USP44	sim_brain.fusion_transcripts	LYPD2|ENSG00000197353.3--USP44|ENSG00000136014.7 LYPD2|ENST00000359228.3--USP44|ENST00000258499.3 chr8:143833952-143833812[-] chr12:95928102-95926605,95922778-95922583,95918564-95918456,95914978-95914773,95912129-95910336[-] FusedAt:141	chr8:142752394	chr12:95534326	Pac_75	LYPD2|ENSG00000197353.3--USP44|ENSG00000136014.7	95
SNX9	chr6	158331057	ZNF623	chr8	144732068	SNX9--ZNF623	sim_testis.fusion_transcripts	SNX9|ENSG00000130340.10--ZNF623|ENSG00000183309.7 SNX9|ENST00000392185.3--ZNF623|ENST00000458270.2 chr6:158244296-158244478,158288579-158288665,158294134-158294208,158296083-158296208,158317859-158318030,158322930-158323077,158327160-158327244,158330697-158330822,158330940-158331057[+] chr8:144732068-144734546[+] FusedAt:1120	chr6:157910025	chr8:143649898	Pac_75	SNX9|ENSG00000130340.10--ZNF623|ENSG00000183309.7	92
CHRNA10	chr11	3692482	OGT	chrX	70756058	CHRNA10--OGT	sim_adipose.fusion_transcripts	CHRNA10|ENSG00000129749.3--OGT|ENSG00000147162.9 CHRNA10|ENST00000526599.1--OGT|ENST00000373701.3 chr11:3692597-3692482[-] chrX:70756058-70756208,70757679-70757922,70764417-70764485,70767757-70767873,70774363-70774442,70775040-70775235,70775804-70775944,70776530-70776630,70776802-70776955,70777045-70777146,70777343-70777522,70779117-70779275,70779438-70779527,70781625-70781750,70782697-70782867,70782980-70783096,70783179-70783349,70784451-70784603,70787350-70787602,70787843-70787966,70793470-70793666[+] FusedAt:116	chr11:3671252	chrX:71536208	Pac_75	CHRNA10|ENSG00000129749.3--OGT|ENSG00000147162.9	91
XPNPEP2	chrX	128879242	TRBC2	chr7	142500187	XPNPEP2--TRBC2	sim_colon.fusion_transcripts	XPNPEP2|ENSG00000122121.6--TRBC2|ENSG00000211772.4 XPNPEP2|ENST00000371105.3--TRBC2|ENST00000466254.1 chrX:128872950-128873238,128876084-128876157,128877937-128878047,128879179-128879242[+] chr7:142500187-142500432[+] FusedAt:538	chrX:129745266	chr7:142802503	Pac_75	XPNPEP2|ENSG00000122121.6--TRBC2|ENSG00000211772.4	91
NT5C1A	chr1	40126751	MTHFSD	chr16	86582183	NT5C1A--MTHFSD	sim_brain.fusion_transcripts	NT5C1A|ENSG00000116981.3--MTHFSD|ENSG00000103248.13 NT5C1A|ENST00000235628.1--MTHFSD|ENST00000564364.1 chr1:40137710-40137576,40131908-40131741,40131322-40131193,40129106-40128984,40126935-40126751[-] chr16:86582183-86582070,86580255-86580211[-] FusedAt:741	chr1:39661079	chr16:86548577	Pac_75	NT5C1A|ENSG00000116981.3--MTHFSD|ENSG00000103248.13	91
AKAP12	chr6	151627038	TMIGD2	chr19	4292882	AKAP12--TMIGD2	sim_heart.fusion_transcripts	AKAP12|ENSG00000131016.12--TMIGD2|ENSG00000167664.4 AKAP12|ENST00000253332.1--TMIGD2|ENST00000600349.1 chr6:151561509-151561859,151626882-151627038[+] chr19:4292882-4292596[-] FusedAt:508	chr6:151305903	chr19:4292885	Pac_75	AKAP12|ENSG00000131016.12--TMIGD2|ENSG00000167664.4	90
MNDA	chr1	158817679	BSPH1	chr19	48480111	MNDA--BSPH1	sim_brain.fusion_transcripts	MNDA|ENSG00000163563.7--BSPH1|ENSG00000188334.3 MNDA|ENST00000438394.1--BSPH1|ENST00000344839.3 chr1:158815691-158815793,158817518-158817679[+] chr19:48480111-48479967,48471466-48471303[-] FusedAt:265	chr1:158847889	chr19:47976854	Pac_75	MNDA|ENSG00000163563.7--BSPH1|ENSG00000188334.3	90
RMDN3	chr15	41032331	KRT79	chr12	53216163	RMDN3--KRT79	sim_colon.fusion_transcripts	RMDN3|ENSG00000137824.11--KRT79|ENSG00000185640.5 RMDN3|ENST00000260385.6--KRT79|ENST00000549255.1 chr15:41048049-41046795,41044376-41044184,41043767-41043624,41037457-41037175,41036347-41036245,41032391-41032331[-] chr12:53216163-53215528[-] FusedAt:2039	chr15:40740133	chr12:52822379	Pac_75	RMDN3|ENSG00000137824.11--KRT79|ENSG00000185640.5	90
